creator_id,creator_name,brand_name,creator_niche,product_category,campaign_date,followers,avg_views,engagement_rate,product_price,discount_rate,campaign_duration_days,planned_posts,planned_live_sessions,products_promoted,historical_conversion_rate,brand_fit_score,creator_cost,gross_margin_rate,orders,gmv,revenue,source_file
ng.tvy17,ng.tvy17,L'oreal Paris Việt Nam,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,7469.0,1425.1904761904761,0.04,273720.0,0.0,30.0,0.0,42.0,40.0,0.02,70.0,1000000.0,0.35,223.0,61103331.23,61103331.23,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
truczzii,truczzii,L'oreal Paris Việt Nam,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,68400.0,240643.0,0.04,273720.0,0.0,30.0,1.0,0.0,2.0,0.02,70.0,1710000.0,0.35,216.0,59281330.92,59281330.92,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
duong29050,duong29050,L'oreal Paris Việt Nam,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,88900.0,15106.272727272728,0.04,273720.0,0.0,30.0,0.0,11.0,1.0,0.02,70.0,2222500.0,0.35,216.0,59232735.82,59232735.82,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
cl.beautyy,cl.beautyy,L'oreal Paris Việt Nam,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,318500.0,16648.058823529413,0.04,273720.0,0.0,30.0,17.0,0.0,6.0,0.02,70.0,7962500.0,0.35,205.0,56325957.68,56325957.68,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
doodoo1901,doodoo1901,L'oreal Paris Việt Nam,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,34500.0,10268.6,0.04,273720.0,0.0,30.0,0.0,30.0,3.0,0.02,70.0,1000000.0,0.35,204.0,56017610.41,56017610.41,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
riviupasttime,riviupasttime,L'oreal Paris Việt Nam,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,1235.0,7089.65,0.04,273720.0,0.0,30.0,40.0,0.0,15.0,0.02,70.0,1000000.0,0.35,204.0,55994609.33,55994609.33,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
bludy128,bludy128,L'oreal Paris Việt Nam,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,12300.0,4154.46875,0.04,273720.0,0.0,30.0,1.0,63.0,8.0,0.02,70.0,1000000.0,0.35,204.0,55980054.02,55980054.02,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
_minhtamm,_minhtamm,L'oreal Paris Việt Nam,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,30300.0,7712.3125,0.04,273720.0,0.0,30.0,0.0,32.0,9.0,0.02,70.0,1000000.0,0.35,201.0,55084050.29,55084050.29,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
bibiidayne,bibiidayne,L'oreal Paris Việt Nam,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,76500.0,28068.80769230769,0.04,273720.0,0.0,30.0,26.0,0.0,6.0,0.02,70.0,1912500.0,0.35,197.0,54083580.2,54083580.2,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
dsuridaugoithaoduoc,dsuridaugoithaoduoc,L'oreal Paris Việt Nam,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,25900.0,4988.823529411765,0.04,273720.0,0.0,30.0,17.0,34.0,1.0,0.02,70.0,1000000.0,0.35,194.0,53321804.3,53321804.3,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
yendan7,yendan7,L'oreal Paris Việt Nam,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,1000000.0,147888.0,0.04,273720.0,0.0,30.0,1.0,0.0,1.0,0.02,70.0,25000000.0,0.35,192.0,52827281.53,52827281.53,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
banhbeocogu.dake,banhbeocogu.dake,L'oreal Paris Việt Nam,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,23900.0,1168.7826086956522,0.04,273720.0,0.0,30.0,0.0,23.0,28.0,0.02,70.0,1000000.0,0.35,192.0,52584203.65,52584203.65,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
ngocanhvu.1611,ngocanhvu.1611,L'oreal Paris Việt Nam,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,60100.0,182791.0,0.04,273720.0,0.0,30.0,1.0,0.0,1.0,0.02,70.0,1502500.0,0.35,191.0,52515662.1,52515662.1,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
ngochanduongg,ngochanduongg,L'oreal Paris Việt Nam,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,147000.0,92852.75,0.04,273720.0,0.0,30.0,4.0,0.0,6.0,0.02,70.0,3675000.0,0.35,188.0,51554128.61,51554128.61,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
mai.thu324,mai.thu324,L'oreal Paris Việt Nam,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,5866.0,1516.2708333333333,0.04,273720.0,0.0,30.0,0.0,144.0,1.0,0.02,70.0,1000000.0,0.35,182.0,49927489.22,49927489.22,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
maikamereview,maikamereview,L'oreal Paris Việt Nam,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,66000.0,4816.325,0.04,273720.0,0.0,30.0,40.0,0.0,10.0,0.02,70.0,1650000.0,0.35,177.0,48703731.55,48703731.55,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
dungsala.daily,dungsala.daily,L'oreal Paris Việt Nam,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,298800.0,127556.66666666667,0.04,273720.0,0.0,30.0,0.0,3.0,2.0,0.02,70.0,7470000.0,0.35,177.0,48613472.48,48613472.48,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
hainamplsc209,hainamplsc209,L'oreal Paris Việt Nam,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,942000.0,2153.235294117647,0.04,273720.0,0.0,30.0,0.0,34.0,26.0,0.02,70.0,23550000.0,0.35,175.0,47927541.86,47927541.86,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
zundisieuthi,zundisieuthi,L'oreal Paris Việt Nam,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,7316.0,1380.7664233576643,0.04,273720.0,0.0,30.0,137.0,0.0,24.0,0.02,70.0,1000000.0,0.35,174.0,47788186.1,47788186.1,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
cuvuidii,cuvuidii,L'oreal Paris Việt Nam,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,122400.0,3785.0925925925926,0.04,273720.0,0.0,30.0,54.0,0.0,6.0,0.02,70.0,3060000.0,0.35,172.0,47140561.96,47140561.96,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
gina.meteam,gina.meteam,L'oreal Paris Việt Nam,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,12100.0,13630.14705882353,0.04,273720.0,0.0,30.0,1.0,33.0,15.0,0.02,70.0,1000000.0,0.35,171.0,47067132.51,47067132.51,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
tiktokshopbeauty.vn,tiktokshopbeauty.vn,L'oreal Paris Việt Nam,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,76600.0,7902.923076923077,0.04,273720.0,0.0,30.0,0.0,13.0,14.0,0.02,70.0,1915000.0,0.35,170.0,46783650.76,46783650.76,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
anntocmay,anntocmay,L'oreal Paris Việt Nam,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,304800.0,133488.66666666666,0.04,273720.0,0.0,30.0,3.0,0.0,5.0,0.02,70.0,7620000.0,0.35,166.0,45544000.28,45544000.28,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
bamebo1.1.1,bamebo1.1.1,L'oreal Paris Việt Nam,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,42300.0,12648.125,0.04,273720.0,0.0,30.0,1.0,31.0,2.0,0.02,70.0,1057500.0,0.35,165.0,45326656.43,45326656.43,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
meoxinhriviu2,meoxinhriviu2,L'oreal Paris Việt Nam,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,1404.0,1900.8062015503876,0.04,273720.0,0.0,30.0,129.0,0.0,7.0,0.02,70.0,1000000.0,0.35,162.0,44476730.5,44476730.5,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
tran_lam18,tran_lam18,L'oreal Paris Việt Nam,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,382900.0,38692.666666666664,0.04,273720.0,0.0,30.0,3.0,0.0,3.0,0.02,70.0,9572500.0,0.35,161.0,44149790.04,44149790.04,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
minhnhatmasterchef,minhnhatmasterchef,L'oreal Paris Việt Nam,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,143600.0,3203.1,0.04,273720.0,0.0,30.0,0.0,10.0,62.0,0.02,70.0,3590000.0,0.35,158.0,43248625.81,43248625.81,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
hgkhoa1910,hgkhoa1910,L'oreal Paris Việt Nam,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,7214.0,9751.75,0.04,273720.0,0.0,30.0,0.0,4.0,11.0,0.02,70.0,1000000.0,0.35,154.0,42351477.51,42351477.51,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
kat.i618,kat.i618,L'oreal Paris Việt Nam,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,61700.0,119646.4,0.04,273720.0,0.0,30.0,0.0,5.0,4.0,0.02,70.0,1542500.0,0.35,152.0,41745095.81,41745095.81,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
vanmeoriviu,vanmeoriviu,L'oreal Paris Việt Nam,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,2886.0,6672.037037037037,0.04,273720.0,0.0,30.0,27.0,0.0,15.0,0.02,70.0,1000000.0,0.35,151.0,41588336.62,41588336.62,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
im.lukedo,im.lukedo,L'oreal Paris Việt Nam,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,753000.0,52511.0,0.04,273720.0,0.0,30.0,1.0,3.0,24.0,0.02,70.0,18825000.0,0.35,143.0,39172822.69,39172822.69,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
drletrang_dalieu,drletrang_dalieu,L'oreal Paris Việt Nam,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,291300.0,51583.333333333336,0.04,273720.0,0.0,30.0,3.0,0.0,3.0,0.02,70.0,7282500.0,0.35,143.0,39142477.88,39142477.88,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
tuitranday,tuitranday,L'oreal Paris Việt Nam,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,1784.0,231.89473684210526,0.04,273720.0,0.0,30.0,513.0,0.0,8.0,0.02,70.0,1000000.0,0.35,142.0,38933786.92,38933786.92,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
_honqasmr,_honqasmr,L'oreal Paris Việt Nam,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,188100.0,54465.75,0.04,273720.0,0.0,30.0,4.0,0.0,4.0,0.02,70.0,4702500.0,0.35,141.0,38657265.98,38657265.98,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
capyreview,capyreview,L'oreal Paris Việt Nam,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,4371.0,15331.6,0.04,273720.0,0.0,30.0,10.0,0.0,6.0,0.02,70.0,1000000.0,0.35,139.0,38204850.7,38204850.7,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
anh1998_2,anh1998_2,L'oreal Paris Việt Nam,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,10500.0,6053.739130434783,0.04,273720.0,0.0,30.0,0.0,23.0,5.0,0.02,70.0,1000000.0,0.35,137.0,37536383.96,37536383.96,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
masterchefminhnhatmevabe,masterchefminhnhatmevabe,L'oreal Paris Việt Nam,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,26800.0,3601.75,0.04,273720.0,0.0,30.0,0.0,12.0,63.0,0.02,70.0,1000000.0,0.35,136.0,37363463.4,37363463.4,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
phuonganhle305,phuonganhle305,L'oreal Paris Việt Nam,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,724900.0,127362.0,0.04,273720.0,0.0,30.0,1.0,0.0,2.0,0.02,70.0,18122500.0,0.35,132.0,36219823.4,36219823.4,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
hn.nhathaday,hn.nhathaday,L'oreal Paris Việt Nam,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,298000.0,29348.0,0.04,273720.0,0.0,30.0,2.0,2.0,4.0,0.02,70.0,7450000.0,0.35,132.0,36204295.63,36204295.63,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
cunniucuame,cunniucuame,L'oreal Paris Việt Nam,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,1160.0,3781.1454545454544,0.04,273720.0,0.0,30.0,55.0,0.0,5.0,0.02,70.0,1000000.0,0.35,131.0,36072557.49,36072557.49,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
vanbinhne_,vanbinhne_,L'oreal Paris Việt Nam,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,29100.0,17571.0,0.04,273720.0,0.0,30.0,0.0,5.0,22.0,0.02,70.0,1000000.0,0.35,130.0,35649803.29,35649803.29,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
tunpham97,tunpham97,L'oreal Paris Việt Nam,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,4600000.0,1483592.5714285714,0.04,273720.0,0.0,30.0,0.0,7.0,1.0,0.02,70.0,100000000.0,0.35,129.0,35311270.66,35311270.66,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
phuocla62,phuocla62,L'oreal Paris Việt Nam,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,33100.0,5126.153846153846,0.04,273720.0,0.0,30.0,2.0,11.0,31.0,0.02,70.0,1000000.0,0.35,128.0,35225221.01,35225221.01,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
beduyzuize,beduyzuize,L'oreal Paris Việt Nam,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,1300000.0,31867.5,0.04,273720.0,0.0,30.0,0.0,2.0,6.0,0.02,70.0,32500000.0,0.35,127.0,35018247.19,35018247.19,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
phuongtrang8681,phuongtrang8681,L'oreal Paris Việt Nam,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,10600.0,1089.6610169491526,0.04,273720.0,0.0,30.0,0.0,118.0,1.0,0.02,70.0,1000000.0,0.35,127.0,34788400.75,34788400.75,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
nhatmodaily,nhatmodaily,L'oreal Paris Việt Nam,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,1627.0,1129.5333333333333,0.04,273720.0,0.0,30.0,1.0,74.0,25.0,0.02,70.0,1000000.0,0.35,122.0,33547765.17,33547765.17,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
trinh_my_pham,trinh_my_pham,L'oreal Paris Việt Nam,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,1490.0,1111.1315789473683,0.04,273720.0,0.0,30.0,38.0,0.0,11.0,0.02,70.0,1000000.0,0.35,120.0,32972313.06,32972313.06,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
hasaki.vn,hasaki.vn,HASAKI BEAUTY,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,871900.0,30619.493975903613,0.04,97880.0,0.0,30.0,48.0,35.0,1237.0,0.02,70.0,21797500.0,0.35,105441.0,10320618792.67,10320618792.67,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
trang.bong7997,trang.bong7997,HASAKI BEAUTY,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,148800.0,84838.8947368421,0.04,97880.0,0.0,30.0,1.0,37.0,12.0,0.02,70.0,3720000.0,0.35,9627.0,942331405.0,942331405.0,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
maitrinh0912,maitrinh0912,HASAKI BEAUTY,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,445300.0,141440.875,0.04,97880.0,0.0,30.0,0.0,32.0,14.0,0.02,70.0,11132500.0,0.35,8974.0,878407140.21,878407140.21,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
swatchesbybaobao,swatchesbybaobao,HASAKI BEAUTY,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,339200.0,77207.2,0.04,97880.0,0.0,30.0,11.0,29.0,33.0,0.02,70.0,8480000.0,0.35,8829.0,864268407.93,864268407.93,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
trangtrankoc,trangtrankoc,HASAKI BEAUTY,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,594900.0,249890.76923076922,0.04,97880.0,0.0,30.0,0.0,26.0,23.0,0.02,70.0,14872500.0,0.35,7148.0,699708018.64,699708018.64,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
linhnhirv.68,linhnhirv.68,HASAKI BEAUTY,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,61400.0,39177.24137931035,0.04,97880.0,0.0,30.0,58.0,0.0,2.0,0.02,70.0,1535000.0,0.35,4756.0,465544338.56,465544338.56,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
kat.i618,kat.i618,HASAKI BEAUTY,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,61700.0,124175.375,0.04,97880.0,0.0,30.0,1.0,31.0,4.0,0.02,70.0,1542500.0,0.35,4633.0,453544649.1,453544649.1,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
hg.rv,hg.rv,HASAKI BEAUTY,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,29200.0,32765.96153846154,0.04,97880.0,0.0,30.0,26.0,0.0,89.0,0.02,70.0,1000000.0,0.35,3673.0,359545378.44,359545378.44,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
lananhdaily22,lananhdaily22,HASAKI BEAUTY,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,194200.0,39421.03448275862,0.04,97880.0,0.0,30.0,0.0,29.0,21.0,0.02,70.0,4855000.0,0.35,3494.0,342049849.35,342049849.35,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
tunpham97,tunpham97,HASAKI BEAUTY,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,4600000.0,2096539.0,0.04,97880.0,0.0,30.0,0.0,4.0,7.0,0.02,70.0,100000000.0,0.35,3464.0,339067698.16,339067698.16,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
nhilayworld1,nhilayworld1,HASAKI BEAUTY,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,1200000.0,25271.09,0.04,97880.0,0.0,30.0,0.0,100.0,4.0,0.02,70.0,30000000.0,0.35,3202.0,313457648.12,313457648.12,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
trangnhungdaily291,trangnhungdaily291,HASAKI BEAUTY,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,80900.0,23140.0,0.04,97880.0,0.0,30.0,0.0,33.0,14.0,0.02,70.0,2022500.0,0.35,2986.0,292285721.09,292285721.09,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
duyen.skincaremoingay,duyen.skincaremoingay,HASAKI BEAUTY,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,24500.0,29615.63888888889,0.04,97880.0,0.0,30.0,0.0,36.0,12.0,0.02,70.0,1000000.0,0.35,2459.0,240782290.07,240782290.07,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
parila_tmv,parila_tmv,HASAKI BEAUTY,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,243900.0,12858.0625,0.04,97880.0,0.0,30.0,0.0,80.0,16.0,0.02,70.0,6097500.0,0.35,2003.0,196116540.12,196116540.12,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
nganhuane,nganhuane,HASAKI BEAUTY,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,2600000.0,588093.5714285715,0.04,97880.0,0.0,30.0,0.0,7.0,9.0,0.02,70.0,65000000.0,0.35,1835.0,179626484.75,179626484.75,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
anhthi2k0,anhthi2k0,HASAKI BEAUTY,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,994.0,9697.206896551725,0.04,97880.0,0.0,30.0,29.0,0.0,7.0,0.02,70.0,1000000.0,0.35,1825.0,178708974.22,178708974.22,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
vestnamdangcap,vestnamdangcap,HASAKI BEAUTY,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,10500.0,1170.1477272727273,0.04,97880.0,0.0,30.0,0.0,88.0,2.0,0.02,70.0,1000000.0,0.35,1726.0,168952069.28,168952069.28,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
ngocbeauty01,ngocbeauty01,HASAKI BEAUTY,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,6882.0,7997.684210526316,0.04,97880.0,0.0,30.0,6.0,51.0,12.0,0.02,70.0,1000000.0,0.35,1665.0,163022193.3,163022193.3,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
dinhtrankieu_oanh,dinhtrankieu_oanh,HASAKI BEAUTY,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,13800.0,16547.066666666666,0.04,97880.0,0.0,30.0,15.0,0.0,2.0,0.02,70.0,1000000.0,0.35,1429.0,139947671.18,139947671.18,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
ngoclam_a,ngoclam_a,HASAKI BEAUTY,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,15800.0,18199.2,0.04,97880.0,0.0,30.0,20.0,0.0,13.0,0.02,70.0,1000000.0,0.35,1330.0,130213962.57,130213962.57,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
dtna.17,dtna.17,HASAKI BEAUTY,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,680.0,69146.0,0.04,97880.0,0.0,30.0,2.0,0.0,2.0,0.02,70.0,1000000.0,0.35,1310.0,128311554.33,128311554.33,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
duong29050,duong29050,HASAKI BEAUTY,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,88900.0,12011.8125,0.04,97880.0,0.0,30.0,0.0,16.0,1.0,0.02,70.0,2222500.0,0.35,1237.0,121147474.49,121147474.49,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
nhachunday,nhachunday,HASAKI BEAUTY,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,23200.0,2899.735294117647,0.04,97880.0,0.0,30.0,8.0,60.0,12.0,0.02,70.0,1000000.0,0.35,1182.0,115744074.99,115744074.99,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
nhusokiu34,nhusokiu34,HASAKI BEAUTY,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,1701.0,1200.5471698113208,0.04,97880.0,0.0,30.0,106.0,0.0,3.0,0.02,70.0,1000000.0,0.35,1136.0,111256241.08,111256241.08,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
vanbinhne_,vanbinhne_,HASAKI BEAUTY,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,29100.0,17681.871794871793,0.04,97880.0,0.0,30.0,2.0,37.0,5.0,0.02,70.0,1000000.0,0.35,1129.0,110576825.84,110576825.84,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
dinnreview26,dinnreview26,HASAKI BEAUTY,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,5289.0,12856.8,0.04,97880.0,0.0,30.0,15.0,0.0,9.0,0.02,70.0,1000000.0,0.35,1120.0,109641684.38,109641684.38,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
tuxuong22,tuxuong22,HASAKI BEAUTY,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,7361.0,32190.928571428572,0.04,97880.0,0.0,30.0,14.0,0.0,1.0,0.02,70.0,1000000.0,0.35,1068.0,104549360.53,104549360.53,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
_minhhtam,_minhhtam,HASAKI BEAUTY,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,227200.0,9226.947368421053,0.04,97880.0,0.0,30.0,0.0,38.0,8.0,0.02,70.0,5680000.0,0.35,992.0,97113369.16,97113369.16,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
minhphuongcare,minhphuongcare,HASAKI BEAUTY,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,6243.0,13246.628571428571,0.04,97880.0,0.0,30.0,8.0,27.0,18.0,0.02,70.0,1000000.0,0.35,978.0,95738384.94,95738384.94,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
gaoiuday2811,gaoiuday2811,HASAKI BEAUTY,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,1335.0,11575.5,0.04,97880.0,0.0,30.0,2.0,0.0,2.0,0.02,70.0,1000000.0,0.35,949.0,92983762.32,92983762.32,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
skincarecoban,skincarecoban,HASAKI BEAUTY,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,342100.0,6304.317073170731,0.04,97880.0,0.0,30.0,0.0,41.0,25.0,0.02,70.0,8552500.0,0.35,931.0,91210679.94,91210679.94,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
toanthangglobal,toanthangglobal,HASAKI BEAUTY,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,120000.0,5821.9503105590065,0.04,97880.0,0.0,30.0,0.0,161.0,3.0,0.02,70.0,3000000.0,0.35,831.0,81372163.61,81372163.61,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
dunghana2882,dunghana2882,HASAKI BEAUTY,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,115800.0,18340.846153846152,0.04,97880.0,0.0,30.0,13.0,0.0,4.0,0.02,70.0,2895000.0,0.35,802.0,78552654.13,78552654.13,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
ngi.p.c.bp.daily,ngi.p.c.bp.daily,HASAKI BEAUTY,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,43400.0,27717.571428571428,0.04,97880.0,0.0,30.0,7.0,0.0,2.0,0.02,70.0,1085000.0,0.35,786.0,76980552.22,76980552.22,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
chi_revieww,chi_revieww,HASAKI BEAUTY,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,8783.0,4297.046153846154,0.04,97880.0,0.0,30.0,0.0,65.0,2.0,0.02,70.0,1000000.0,0.35,780.0,76389321.09,76389321.09,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
dinhdinh_123,dinhdinh_123,HASAKI BEAUTY,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,1234.0,410.14,0.04,97880.0,0.0,30.0,0.0,100.0,2.0,0.02,70.0,1000000.0,0.35,754.0,73823454.96,73823454.96,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
duongcosmetic995,duongcosmetic995,HASAKI BEAUTY,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,24100.0,1469.6,0.04,97880.0,0.0,30.0,1.0,39.0,18.0,0.02,70.0,1000000.0,0.35,673.0,65892139.41,65892139.41,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
